Class,x,y
1,0.48955,0.438911
1,0.491119,0.506024
1,0.468709,0.472735
1,0.53543,0.461231
1,0.531792,0.460704
1,0.499052,0.453733
1,0.452118,0.459106
1,0.460396,0.442536
1,0.507085,0.50638
1,0.512726,0.45107
1,0.465896,0.491405
2,0.282114,0.547514
2,0.283407,0.550374
2,0.33932,0.613617
2,0.382176,0.598627
2,0.51599,0.629989
2,0.528456,0.597655
2,0.654375,0.555381
2,0.694201,0.503272
2,0.690008,0.375168
2,0.646617,0.354651
2,0.559156,0.32563
2,0.497612,0.327467
2,0.367676,0.324782
2,0.329571,0.357464
2,0.314984,0.425604
2,0.275722,0.455703
2,0.565374,0.645734
2,0.734273,0.488522
2,0.725134,0.459275
2,0.705208,0.440345
2,0.632862,0.597779
2,0.436787,0.630606
2,0.706379,0.565991
2,0.687997,0.62737
2,0.442215,0.265806
2,0.591435,0.3277
2,0.69064,0.350918
2,0.693496,0.396264
2,0.718958,0.426476
2,0.436098,0.332127
2,0.301288,0.372922
2,0.3806,0.666115
3,0.107788,0.302977
3,0.242837,0.200246
3,0.275563,0.189026
3,0.353539,0.167558
3,0.422342,0.165003
3,0.575135,0.157061
3,0.618535,0.157206
3,0.830095,0.28783
3,0.183844,0.289942
3,0.203994,0.246904
3,0.32288,0.197244
3,0.504232,0.139309
3,0.663418,0.203866
3,0.762153,0.195589
3,0.776258,0.256835
3,0.826634,0.250214
3,0.836709,0.328014
3,0.735958,0.233661
3,0.699688,0.175725
3,0.492141,0.170759
3,0.141529,0.243593
3,0.387361,0.135998
3,0.2584,0.236972
3,0.872979,0.311461
4,0.0727528,0.876493
4,0.162999,0.936582
4,0.404354,0.955043
4,0.582934,0.973247
4,0.704877,0.937582
4,0.795128,0.901409
4,0.935358,0.864661
4,0.264445,0.932201
4,0.496171,0.95703
4,0.866934,0.880886
4,0.324895,0.978549
4,0.141529,0.882541
4,0.0669735,0.917303
4,0.0286883,0.844469
4,0.457886,0.98517
4,0.609012,0.92889
4,0.679538,0.978549
4,0.848799,0.940477
4,0.780288,0.95703
4,0.889099,0.836193
4,0.905219,0.912337
4,0.355121,0.925579
4,0.199964,0.902405
4,0.228175,0.970273
2,0.31885,0.493544
1,0.552592,0.490234
1,0.552592,0.430643
1,0.435721,0.510097
1,0.431691,0.415745
